portfolio_id,desk_id,office_id,pf_category,start_date, sold ,country_code,euribor_rate,currency,libor_rate, bought ,creation_date,indicator_code,sell_date,type,hedge_value,status,return_p, absolute_return ,period_of_holding,start-create,start-sell,create-sell,returnf, return , abret/bought , diff_ret ,gain,interest_rate,principal_amount
PF00001150,DSK00001128,OFF00001001,A,1/24/2005,"104,676,000",T,0.02125,USD,3.065566191,"104,118,964",1/24/2005,no_in_code,4/25/2005,A,no_hedge_value,no_status,3%,"557,036.45",91,0,91,91,3%,0.02568,0.00535,0.02033,101445189,97.432,205564153
PF00001151,DSK00001129,OFF00001001,A,1/26/2005,"42,196,000",T,0.02125,USD,3.065566191,"42,116,820",1/26/2005,no_in_code,3/1/2005,A,no_hedge_value,no_status,3%,"79,179.62",34,0,34,34,3%,0.02538,0.00188,0.0235,41047895.11,97.462,83164715.11
PF00001152,DSK00001130,OFF00001001,A,1/27/2005,"120,692,000",T,0.02125,USD,3.065566191,"120,494,723",1/27/2005,no_in_code,2/28/2005,A,no_hedge_value,no_status,3%,"197,276.64",32,0,32,32,3%,0.02526,0.001637222,0.023622778,117451026.3,97.474,237945749.3
PF00001154,DSK00001131,OFF00001001,A,2/4/2005,"70,246,000",T,0.02106,USD,3.378094,"70,130,907",2/4/2005,no_in_code,3/8/2005,A,no_hedge_value,no_status,3%,"115,092.61",32,0,32,32,3%,0.02532,0.001641111,0.023678889,68355192.43,97.468,138486099.4
PF00001156,DSK00001133,OFF00001001,A,2/8/2005,"2,310,000",T,0.02106,USD,3.378094,"2,306,215",2/8/2005,no_in_code,3/9/2005,A,no_hedge_value,no_status,3%,"3,784.76",29,0,29,29,3%,0.02532,0.001641113,0.023678887,2247821.636,97.468,4554036.636
PF00001157,DSK00001134,OFF00001001,A,2/8/2005,"78,001,000",T,0.02106,USD,3.378094,"77,873,201",2/8/2005,no_in_code,3/10/2005,A,no_hedge_value,no_status,3%,"127,798.58",30,0,30,30,3%,0.02532,0.001641111,0.023678889,75901451.55,97.468,153774652.6
PF00001158,DSK00001135,OFF00001001,A,2/9/2005,"746,955,000",T,0.02106,USD,3.378094,"745,732,909",2/9/2005,no_in_code,3/11/2005,A,no_hedge_value,no_status,3%,"1,222,090.52",30,0,30,30,3%,0.02528,0.001638778,0.023645222,726877798.1,97.4716,1472610707
PF00001159,DSK00001136,OFF00001001,A,2/9/2005,"132,506,000",T,0.02106,USD,3.378094,"132,289,413",2/9/2005,no_in_code,3/11/2005,A,no_hedge_value,no_status,3%,"216,587.17",30,0,30,30,3%,0.02526,0.001637222,0.023622778,128947782.4,97.474,261237195.4
PF00001160,DSK00001137,OFF00001001,A,2/10/2005,"62,502,000",T,0.02106,USD,3.378094,"62,399,838",2/10/2005,no_in_code,3/14/2005,A,no_hedge_value,no_status,3%,"102,162.40",32,0,32,32,3%,0.02526,0.001637222,0.023622778,60823618.09,97.474,123223456.1
PF00001163,DSK00001140,OFF00001001,A,2/11/2005,"115,516,500",T,0.02106,USD,3.378094,"115,327,683",2/11/2005,no_in_code,3/15/2005,A,no_hedge_value,no_status,3%,"188,817.05",32,0,32,32,3%,0.02526,0.001637222,0.023622778,112414505.7,97.474,227742188.7
PF00001166,DSK00001143,OFF00001001,A,2/15/2005,"224,015,000",T,0.02106,USD,3.378094,"223,648,837",2/15/2005,no_in_code,3/17/2005,A,no_hedge_value,no_status,3%,"366,162.85",30,0,30,30,3%,0.02526,0.001637222,0.023622778,217999467.4,97.474,441648304.4
PF00001167,DSK00001144,OFF00001001,A,2/15/2005,"367,752,000",T,0.02106,USD,3.378094,"367,172,327",2/15/2005,no_in_code,3/15/2005,A,no_hedge_value,no_status,3%,"579,673.31",28,0,28,28,3%,0.02526,0.00157875,0.02368125,357897554,97.474,725069881
PF00001168,DSK00001144,OFF00001002,B,2/15/2005,"44,000,000",T,0.02106,USD,3.378094,"43,930,644",2/15/2005,no_in_code,3/15/2005,B,no_hedge_value,no_status,3%,"69,355.50",28,0,28,28,3%,0.02526,0.00157875,0.02368125,42820955.93,97.474,86751599.93
PF00001169,DSK00001146,OFF00001001,A,2/24/2005,"97,504,000",T,0.02106,USD,3.378094,"97,338,630",2/24/2005,no_in_code,2/18/2005,A,no_hedge_value,no_status,3%,"165,370.22",-6,0,-6,-6,3%,0.02531,0.001698917,0.023609083,94875183.95,97.4692,192213814
PF00001170,DSK00001146,OFF00001001,A,2/24/2005,"2,541,000",M,0.02106,CHF,0.964959,"2,535,934",2/24/2005,no_in_code,2/18/2005,D,no_hedge_value,no_status,3%,"5,066.23",-6,0,-6,-6,3%,0.02976,0.001997777,0.027762223,2460464.604,97.024,4996398.604
PF00001172,DSK00001147,OFF00001001,A,2/24/2005,"69,927,000",T,0.02106,USD,3.378094,"69,800,837",2/24/2005,no_in_code,3/31/2005,A,no_hedge_value,no_status,3%,"126,163.07",35,0,35,35,3%,0.02519,0.001807472,0.023380528,68042693.52,97.4812,137843530.5
PF00001173,DSK00001148,OFF00001001,A,2/24/2005,"100,837,000",T,0.02106,USD,3.378094,"100,672,490",2/24/2005,no_in_code,3/4/2005,A,no_hedge_value,no_status,3%,"164,510.03",8,0,8,8,3%,0.02521,0.001634111,0.023577889,98134335.18,97.4788,198806825.2
PF00001174,DSK00001148,OFF00001001,A,2/24/2005,"3,487,000",M,0.02106,CHF,0.964959,"3,480,017",2/24/2005,no_in_code,3/4/2005,D,no_hedge_value,no_status,3%,"6,983.23",8,0,8,8,3%,0.03096,0.002006665,0.028953335,3372275.674,96.904,6852292.674
PF00001175,DSK00001148,OFF00001001,A,2/24/2005,"9,944,000",N,0.02106,GBP,5.0547195,"9,907,405",2/24/2005,no_in_code,3/4/2005,C,no_hedge_value,no_status,6%,"36,594.97",8,0,8,8,6%,0.05778,0.003693699,0.054086301,9334955.139,94.222,19242360.14
PF00001182,DSK00001152,OFF00001001,A,3/2/2005,"100,870,000",T,0.02103,USD,3.363967391,"100,676,198",3/2/2005,no_in_code,4/6/2005,A,no_hedge_value,no_status,3%,"193,801.68",35,0,35,35,3%,0.0252,0.001925,0.023275,98139157.81,97.48,198815355.8
PF00001177,DSK00001149,OFF00001001,A,2/24/2005,"2,211,000",M,0.02106,CHF,0.964959,"2,208,792",2/24/2005,no_in_code,2/18/2005,D,no_hedge_value,no_status,3%,"2,207.57",-6,0,-6,-6,3%,0.03084,0.000999447,0.029840553,2140672.855,96.916,4349464.855
PF00001181,DSK00001151,OFF00001001,A,2/25/2005,"42,185,000",T,0.02106,USD,3.378094,"42,111,218",2/25/2005,no_in_code,3/31/2005,A,no_hedge_value,no_status,3%,"73,782.36",34,0,34,34,3%,0.02523,0.001752083,0.023477917,41048751.97,97.477,83159969.97
PF00001183,DSK00001152,OFF00001001,A,3/2/2005,"3,960,000",M,0.02103,CHF,0.878115652,"3,950,151",3/2/2005,no_in_code,4/6/2005,D,no_hedge_value,no_status,3%,"9,849.04",35,0,35,35,3%,0.03264,0.002493333,0.030146667,3821218.071,96.736,7771369.071
PF00001184,DSK00001152,OFF00001001,A,3/2/2005,"9,944,000",N,0.02103,GBP,4.746005652,"9,900,542",3/2/2005,no_in_code,4/6/2005,C,no_hedge_value,no_status,6%,"43,457.95",35,0,35,35,6%,0.05826,0.004389452,0.053870548,9323736.423,94.174,19224278.42
PF00001185,DSK00001153,OFF00001002,B,3/4/2005,"110,000,000",T,0.02103,USD,3.363967391,"109,801,631",3/4/2005,no_in_code,4/8/2005,B,no_hedge_value,no_status,3%,"198,368.85",35,0,35,35,3%,0.02518,0.001806611,0.023369389,107037265.1,97.4824,216838896.1
PF00001186,DSK00001153,OFF00001001,A,3/4/2005,"74,987,000",T,0.02103,USD,3.363967391,"74,851,772",3/4/2005,no_in_code,4/8/2005,A,no_hedge_value,no_status,3%,"135,228.04",35,0,35,35,3%,0.02518,0.001806611,0.023369389,72967303.79,97.4824,147819075.8
PF00001187,DSK00001154,OFF00001001,A,3/7/2005,"10,142,000",T,0.02103,USD,3.363967391,"10,122,533",3/7/2005,no_in_code,4/11/2005,A,no_hedge_value,no_status,3%,"19,467.32",35,0,35,35,3%,0.02518,0.001923167,0.023252833,9867688.109,97.4824,19990221.11
PF00001188,DSK00001155,OFF00001001,A,3/7/2005,"162,690,000",N,0.02103,GBP,4.746005652,"161,982,646",3/7/2005,no_in_code,4/11/2005,C,no_hedge_value,no_status,6%,"707,353.81",35,0,35,35,6%,0.05796,0.004366849,0.053593151,152594131.8,94.204,314576777.8
PF00001191,DSK00001158,OFF00001001,A,3/8/2005,"77,286,000",T,0.02103,USD,3.363967391,"77,137,687",3/8/2005,no_in_code,4/12/2005,A,no_hedge_value,no_status,3%,"148,313.27",35,0,35,35,3%,0.02517,0.001922708,0.023247292,75196131.42,97.483,152333818.4
PF00001192,DSK00001159,OFF00001001,A,3/9/2005,"1,093,851,000",T,0.02103,USD,3.363967391,"1,091,753,378",3/9/2005,no_in_code,4/13/2005,A,no_hedge_value,no_status,3%,"2,097,622.16",35,0,35,35,3%,0.02515,0.001921333,0.023230667,1064293597,97.4848,2156046975
PF00001193,DSK00001160,OFF00001001,A,3/9/2005,"222,057,000",T,0.02103,USD,3.363967391,"221,239,685",3/9/2005,no_in_code,5/13/2005,A,no_hedge_value,no_status,3%,"817,314.71",65,0,65,65,3%,0.02533,0.00369425,0.02163775,215635241.3,97.4668,436874926.3
PF00001195,DSK00001163,OFF00001001,A,3/11/2005,"156,926,000",T,0.02103,USD,3.363967391,"156,642,872",3/11/2005,no_in_code,4/15/2005,A,no_hedge_value,no_status,3%,"283,127.64",35,0,35,35,3%,0.02519,0.001807472,0.023380528,152697351.3,97.4812,309340223.3
PF00001197,DSK00001165,OFF00001002,B,3/14/2005,"88,176,000",T,0.02103,USD,3.363967391,"88,006,587",3/14/2005,no_in_code,4/18/2005,B,no_hedge_value,no_status,3%,"169,412.68",35,0,35,35,3%,0.0252,0.001925,0.023275,85788821.01,97.48,173795408
PF00001200,DSK00001168,OFF00001001,A,3/15/2005,"151,316,000",T,0.02103,USD,3.363967391,"151,060,760",3/15/2005,no_in_code,4/15/2005,A,no_hedge_value,no_status,3%,"255,240.23",31,0,31,31,3%,0.02517,0.001689653,0.023480347,147258560.7,97.483,298319320.7
PF00001201,DSK00001168,OFF00001002,B,3/15/2005,"30,800,000",T,0.02103,USD,3.363967391,"30,748,046",3/15/2005,no_in_code,4/15/2005,B,no_hedge_value,no_status,3%,"51,953.52",31,0,31,31,3%,0.02517,0.001689653,0.023480347,29974117.68,97.483,60722163.68
PF00001202,DSK00001169,OFF00001001,A,3/16/2005,"616,000",M,0.02103,CHF,0.878115652,"615,085",3/16/2005,no_in_code,4/6/2005,D,no_hedge_value,no_status,3%,915.45,21,0,21,21,3%,0.03384,0.001488331,0.032351669,594270.5236,96.616,1209355.524
PF00001205,DSK00001171,OFF00001001,A,3/16/2005,"6,633,000",N,0.02103,GBP,4.746005652,"6,604,101",3/16/2005,no_in_code,4/20/2005,C,no_hedge_value,no_status,6%,"28,898.82",35,0,35,35,6%,0.05808,0.00437589,0.05370411,6220534.814,94.192,12824635.81
PF00001206,DSK00001172,OFF00001001,A,3/29/2005,"202,312,000",T,0.02103,USD,3.363967391,"201,969,197",3/29/2005,no_in_code,4/29/2005,A,no_hedge_value,no_status,3%,"342,803.44",31,0,31,31,3%,0.02528,0.001697306,0.023586694,196862607.8,97.4716,398831804.8
PF00001207,DSK00001173,OFF00001001,A,4/5/2005,"122,914,000",T,0.02104,USD,3.725536191,"122,677,284",4/5/2005,no_in_code,5/9/2005,A,no_hedge_value,no_status,3%,"236,716.04",34,0,34,34,3%,0.02526,0.001929583,0.023330417,119578455.8,97.474,242255739.8
PF00001208,DSK00001174,OFF00001001,A,4/5/2005,"7,491,000",N,0.02104,GBP,5.048423333,"7,458,296",4/5/2005,no_in_code,5/9/2005,C,no_hedge_value,no_status,6%,"32,704.12",34,0,34,34,6%,0.0582,0.004384932,0.053815068,7024223.173,94.18,14482519.17
PF00001211,DSK00001176,OFF00001001,A,4/6/2005,"80,608,000",T,0.02104,USD,3.725536191,"80,457,241",4/6/2005,no_in_code,5/10/2005,A,no_hedge_value,no_status,3%,"150,758.99",34,0,34,34,3%,0.0253,0.001873778,0.023422222,78421994.63,97.4704,158879235.6
PF00001212,DSK00001177,OFF00001001,A,4/7/2005,"170,500,000",N,0.02104,GBP,5.048423333,"169,800,561",4/7/2005,no_in_code,5/12/2005,C,no_hedge_value,no_status,6%,"699,438.75",35,0,35,35,6%,0.0582,0.004119178,0.054080822,159918168.3,94.18,329718729.3
PF00001213,DSK00001178,OFF00001001,A,4/8/2005,"26,697,000",T,0.02104,USD,3.725536191,"26,650,318",4/8/2005,no_in_code,5/11/2005,A,no_hedge_value,no_status,3%,"46,682.47",33,0,33,33,3%,0.02522,0.001751667,0.023472333,25978090.38,97.4776,52628408.38
PF00001214,DSK00001179,OFF00001001,A,4/8/2005,"76,736,000",T,0.02104,USD,3.725536191,"76,601,819",4/8/2005,no_in_code,5/12/2005,A,no_hedge_value,no_status,3%,"134,180.85",34,0,34,34,3%,0.02522,0.001751667,0.023472333,74669614.72,97.4776,151271433.7
PF00001215,DSK00001180,OFF00001001,A,4/11/2005,"251,581,000",T,0.02104,USD,3.725536191,"250,680,500",4/11/2005,no_in_code,6/13/2005,A,no_hedge_value,no_status,3%,"900,500.06",63,0,63,63,3%,0.02544,0.003592222,0.021847778,244303188.1,97.456,494983688.1
PF00001216,DSK00001181,OFF00001001,A,4/11/2005,"768,064,000",T,0.02104,USD,3.725536191,"766,719,685",4/11/2005,no_in_code,5/13/2005,A,no_hedge_value,no_status,3%,"1,344,315.18",32,0,32,32,3%,0.02525,0.001753333,0.023494667,747361546.4,97.4752,1514081231
PF00001219,DSK00001184,OFF00001001,A,4/12/2005,"62,513,000",T,0.02104,USD,3.725536191,"62,392,608",4/12/2005,no_in_code,5/17/2005,A,no_hedge_value,no_status,3%,"120,391.74",35,0,35,35,3%,0.02526,0.001929583,0.023330417,60816570.72,97.474,123209178.7
PF00001221,DSK00001186,OFF00001001,A,4/13/2005,"116,831,000",T,0.02104,USD,3.725536191,"116,619,811",4/13/2005,no_in_code,5/16/2005,A,no_hedge_value,no_status,3%,"211,188.76",33,0,33,33,3%,0.02524,0.001810917,0.023425083,113676793.4,97.4764,230296604.4
PF00001222,DSK00001187,OFF00001001,A,4/13/2005,"387,156,000",T,0.02104,USD,3.725536191,"385,006,679",4/13/2005,no_in_code,7/18/2005,A,no_hedge_value,no_status,3%,"2,149,321.17",96,0,96,96,3%,0.02566,0.005582556,0.020073444,375128947.6,97.4344,760135626.6
PF00001224,DSK00001188,OFF00001002,B,4/13/2005,"88,000,000",T,0.02104,USD,3.725536191,"87,835,650",4/13/2005,no_in_code,5/17/2005,B,no_hedge_value,no_status,3%,"164,350.26",34,0,34,34,3%,0.02526,0.001871111,0.023388889,85616921.48,97.474,173452571.5
PF00001226,DSK00001190,OFF00001001,A,4/15/2005,"82,951,000",T,0.02104,USD,3.725536191,"82,500,866",4/15/2005,no_in_code,7/20/2005,A,no_hedge_value,no_status,3%,"450,133.89",96,0,96,96,3%,0.02562,0.005456111,0.020163889,80387193.81,97.438,162888059.8
PF00001228,DSK00001191,OFF00001002,B,4/18/2005,"33,000,000",T,0.02104,USD,3.725536191,"32,944,163",4/18/2005,no_in_code,5/19/2005,B,no_hedge_value,no_status,3%,"55,836.70",31,0,31,31,3%,0.02525,0.001694889,0.023553111,32112388.77,97.4752,65056551.77
PF00001229,DSK00001192,OFF00001001,A,4/18/2005,"11,044,000",N,0.02104,GBP,5.048423333,"11,001,606",4/18/2005,no_in_code,5/19/2005,C,no_hedge_value,no_status,6%,"42,393.86",31,0,31,31,6%,0.0582,0.003853425,0.054346575,10361312.53,94.18,21362918.53
PF00001231,DSK00001194,OFF00001001,A,4/21/2005,"106,051,000",T,0.02104,USD,3.725536191,"105,481,470",4/21/2005,no_in_code,7/25/2005,A,no_hedge_value,no_status,3%,"569,529.62",95,0,95,95,3%,0.02563,0.005399333,0.020232667,102777769,97.4368,208259239
PF00001232,DSK00001195,OFF00001001,A,4/27/2005,"42,185,000",T,0.02104,USD,3.725536191,"42,108,600",4/27/2005,no_in_code,5/30/2005,A,no_hedge_value,no_status,3%,"76,400.21",33,0,33,33,3%,0.02528,0.001814361,0.023469639,41043926.16,97.4716,83152526.16
PF00001234,DSK00001197,OFF00001001,A,5/2/2005,"131,835,000",T,0.02105,USD,3.411694091,"131,618,999",5/2/2005,no_in_code,2/25/2005,A,no_hedge_value,no_status,3%,"216,001.40",-66,0,-66,-66,3%,0.02532,0.001641111,0.023678889,128286405.9,97.468,259905404.9
PF00001235,DSK00001197,OFF00001001,A,5/2/2005,"15,257,000",N,0.02105,GBP,4.417018636,"15,200,911",5/2/2005,no_in_code,2/25/2005,C,no_hedge_value,no_status,6%,"56,089.28",-66,0,-66,-66,6%,0.05772,0.003689863,0.054030137,14323514.42,94.228,29524425.42
PF00001237,DSK00001198,OFF00001001,A,5/2/2005,"14,696,000",N,0.02105,GBP,4.417018636,"14,632,236",5/2/2005,no_in_code,3/30/2005,C,no_hedge_value,no_status,6%,"63,764.48",-33,0,-33,-33,6%,0.05784,0.004357808,0.053482192,13785907.47,94.216,28418143.47
PF00001240,DSK00001200,OFF00001001,A,5/4/2005,"146,454,000",T,0.02105,USD,3.411694091,"146,213,819",5/4/2005,no_in_code,6/6/2005,A,no_hedge_value,no_status,3%,"240,180.57",33,0,33,33,3%,0.02534,0.001642667,0.023701333,142508176,97.4656,288721995
PF00001242,DSK00001202,OFF00001001,A,5/6/2005,"75,735,000",T,0.02105,USD,3.411694091,"75,606,672",5/6/2005,no_in_code,6/8/2005,A,no_hedge_value,no_status,3%,"128,327.63",33,0,33,33,3%,0.02528,0.001697306,0.023586694,73695032.91,97.4716,149301704.9
PF00001246,DSK00001205,OFF00001001,A,5/10/2005,"75,856,000",T,0.02105,USD,3.411694091,"75,714,397",5/10/2005,no_in_code,6/13/2005,A,no_hedge_value,no_status,3%,"141,602.75",34,0,34,34,3%,0.02525,0.001870222,0.023377778,73802759.9,97.4752,149517156.9
PF00001247,DSK00001206,OFF00001001,A,5/11/2005,"542,069,000",T,0.02105,USD,3.411694091,"541,088,668",5/11/2005,no_in_code,6/13/2005,A,no_hedge_value,no_status,3%,"980,332.42",33,0,33,33,3%,0.02525,0.001811778,0.023436222,527427261.3,97.4752,1068515929
PF00001248,DSK00001207,OFF00001001,A,5/11/2005,"132,693,000",T,0.02105,USD,3.411694091,"132,445,474",5/11/2005,no_in_code,6/14/2005,A,no_hedge_value,no_status,3%,"247,525.87",34,0,34,34,3%,0.02523,0.001868889,0.023361111,129103874.7,97.477,261549348.7
PF00001249,DSK00001208,OFF00001001,A,5/11/2005,"451,825,000",T,0.02105,USD,3.411694091,"451,007,874",5/11/2005,no_in_code,6/13/2005,A,no_hedge_value,no_status,3%,"817,126.04",33,0,33,33,3%,0.02525,0.001811778,0.023436222,439620827.2,97.4752,890628701.2
PF00001250,DSK00001209,OFF00001001,A,5/12/2005,"111,650,000",T,0.02105,USD,3.411694091,"111,454,490",5/12/2005,no_in_code,6/15/2005,A,no_hedge_value,no_status,3%,"195,509.75",34,0,34,34,3%,0.02526,0.001754167,0.023505833,108639149.6,97.474,220093639.6
PF00001251,DSK00001210,OFF00001001,A,5/12/2005,"62,502,000",T,0.02105,USD,3.411694091,"62,399,838",5/12/2005,no_in_code,6/14/2005,A,no_hedge_value,no_status,3%,"102,162.40",33,0,33,33,3%,0.02526,0.001637222,0.023622778,60823618.09,97.474,123223456.1
PF00001252,DSK00001211,OFF00001001,A,5/12/2005,"44,077,000",T,0.02105,USD,3.411694091,"44,002,385",5/12/2005,no_in_code,6/15/2005,A,no_hedge_value,no_status,3%,"74,614.60",34,0,34,34,3%,0.02526,0.001695694,0.023564306,42890884.75,97.474,86893269.75
PF00001254,DSK00001213,OFF00001001,A,5/17/2005,"396,330,000",T,0.02105,USD,3.411694091,"395,682,180",5/17/2005,no_in_code,6/16/2005,A,no_hedge_value,no_status,3%,"647,819.66",30,0,30,30,3%,0.02526,0.001637222,0.023622778,385687248.1,97.474,781369428.1
PF00001256,DSK00001215,OFF00001001,A,5/17/2005,"13,079,000",N,0.02105,GBP,4.417018636,"13,023,850",5/17/2005,no_in_code,6/20/2005,C,no_hedge_value,no_status,6%,"55,149.76",34,0,34,34,6%,0.05796,0.004234521,0.053725479,12268987.65,94.204,25292837.65
PF00001257,DSK00001214,OFF00001002,B,5/17/2005,"33,000,000",T,0.02105,USD,3.411694091,"32,938,369",5/17/2005,no_in_code,6/20/2005,B,no_hedge_value,no_status,3%,"61,631.35",34,0,34,34,3%,0.02526,0.001871111,0.023388889,32106345.8,97.474,65044714.8
PF00001259,DSK00001216,OFF00001002,B,5/18/2005,"88,143,000",T,0.02105,USD,3.411694091,"88,003,734",5/18/2005,no_in_code,6/16/2005,B,no_hedge_value,no_status,3%,"139,265.91",29,0,29,29,3%,0.02532,0.0015825,0.0237375,85775479.46,97.468,173779213.5
PF00001261,DSK00001217,OFF00001001,A,5/24/2005,"18,029,000",N,0.02105,GBP,4.417018636,"17,962,034",5/24/2005,no_in_code,5/27/2005,C,no_hedge_value,no_status,6%,"66,966.40",3,0,3,3,6%,0.05832,0.003728219,0.054591781,16914488.18,94.168,34876522.18
PF00001263,DSK00001218,OFF00001001,A,5/25/2005,"20,515,000",N,0.02105,GBP,4.417018636,"20,425,436",5/25/2005,no_in_code,6/29/2005,C,no_hedge_value,no_status,6%,"89,564.14",35,0,35,35,6%,0.0582,0.004384932,0.053815068,19236675.62,94.18,39662111.62
PF00001266,DSK00001221,OFF00001001,A,6/2/2005,"144,056,000",T,0.02104,USD,3.813523636,"143,794,115",6/2/2005,no_in_code,7/7/2005,A,no_hedge_value,no_status,3%,"261,885.03",35,0,35,35,3%,0.02538,0.00182125,0.02355875,140144620.4,97.462,283938735.4
PF00001267,DSK00001222,OFF00001001,A,6/2/2005,"9,020,000",N,0.02104,GBP,4.723694546,"8,983,073",6/2/2005,no_in_code,7/7/2005,C,no_hedge_value,no_status,6%,"36,926.58",35,0,35,35,6%,0.05808,0.004110685,0.053969315,8461336.12,94.192,17444409.12
PF00001268,DSK00001223,OFF00001002,B,6/6/2005,"110,000,000",T,0.02104,USD,3.813523636,"109,806,466",6/6/2005,no_in_code,7/8/2005,B,no_hedge_value,no_status,3%,"193,533.90",32,0,32,32,3%,0.02538,0.0017625,0.0236175,107019577.9,97.462,216826043.9
PF00001269,DSK00001223,OFF00001001,A,6/6/2005,"77,165,000",T,0.02104,USD,3.813523636,"77,029,236",6/6/2005,no_in_code,7/8/2005,A,no_hedge_value,no_status,3%,"135,764.03",32,0,32,32,3%,0.02538,0.0017625,0.0236175,75074233.99,97.462,152103470
PF00001271,DSK00001225,OFF00001001,A,6/7/2005,"34,969,000",T,0.02104,USD,3.813523636,"34,903,382",6/7/2005,no_in_code,7/11/2005,A,no_hedge_value,no_status,3%,"65,618.36",34,0,34,34,3%,0.02538,0.00188,0.0235,34017534.16,97.462,68920916.16
PF00001272,DSK00001226,OFF00001001,A,6/9/2005,"82,929,000",T,0.02104,USD,3.813523636,"82,851,377",6/9/2005,no_in_code,6/29/2005,A,no_hedge_value,no_status,3%,"77,622.53",20,0,20,20,3%,0.0253,0.000936889,0.024359111,80755568.57,97.4704,163606945.6
PF00001273,DSK00001227,OFF00001001,A,6/9/2005,"1,094,632,000",T,0.02104,USD,3.813523636,"1,092,703,379",6/9/2005,no_in_code,7/13/2005,A,no_hedge_value,no_status,3%,"1,928,621.46",34,0,34,34,3%,0.02542,0.001765,0.023651,1064931230,97.4584,2157634609
PF00001275,DSK00001229,OFF00001001,A,6/10/2005,"130,933,000",T,0.02104,USD,3.813523636,"130,709,987",6/10/2005,no_in_code,7/13/2005,A,no_hedge_value,no_status,3%,"223,013.02",33,0,33,33,3%,0.02542,0.001706167,0.023709833,127387862,97.4584,258097849
PF00001276,DSK00001230,OFF00001001,A,6/13/2005,"44,088,000",T,0.02104,USD,3.813523636,"44,010,322",6/13/2005,no_in_code,7/15/2005,A,no_hedge_value,no_status,3%,"77,678.22",32,0,32,32,3%,0.02542,0.001765,0.023651,42891755.66,97.4584,86902077.66
PF00001278,DSK00001233,OFF00001002,B,6/14/2005,"85,943,000",T,0.02104,USD,3.813523636,"85,777,093",6/14/2005,no_in_code,7/19/2005,B,no_hedge_value,no_status,3%,"165,907.19",35,0,35,35,3%,0.02532,0.001934167,0.023385833,83605217.01,97.468,169382310
PF00001279,DSK00001232,OFF00001001,A,6/14/2005,"223,014,000",T,0.02104,USD,3.813523636,"222,594,928",6/14/2005,no_in_code,7/18/2005,A,no_hedge_value,no_status,3%,"419,072.05",34,0,34,34,3%,0.02542,0.001882667,0.023533333,216937455.3,97.4584,439532383.3
PF00001280,DSK00001234,OFF00001001,A,6/15/2005,"386,276,000",T,0.02104,USD,3.813523636,"385,525,382",6/15/2005,no_in_code,7/19/2005,A,no_hedge_value,no_status,3%,"750,617.92",34,0,34,34,3%,0.02549,0.001947,0.023541,375699111.1,97.4512,761224493.1
PF00001281,DSK00001235,OFF00001001,A,6/16/2005,"13,057,000",N,0.02104,GBP,4.723694546,"13,027,814",6/16/2005,no_in_code,7/7/2005,C,no_hedge_value,no_status,6%,"29,185.87",21,0,21,21,6%,0.05772,0.002240274,0.055479726,12275848.58,94.228,25303662.58
PF00001284,DSK00001237,OFF00001001,A,6/21/2005,"75,702,000",T,0.02104,USD,3.813523636,"75,573,060",6/21/2005,no_in_code,7/12/2005,A,no_hedge_value,no_status,3%,"128,940.24",21,0,21,21,3%,0.02542,0.001706167,0.023709833,73652295.11,97.4584,149225355.1
