start_date,creation_date,sell_date,create-sell,start-create,start-sell
1/8/2007,1/8/2007,2/9/2007,32,0,32
12/29/2006,1/9/2007,12/12/2006,-28,11,-17
1/9/2007,1/9/2007,2/12/2007,34,0,34
1/10/2007,1/10/2007,2/13/2007,34,0,34
1/11/2007,1/11/2007,4/13/2007,92,0,92
1/15/2007,1/15/2007,4/17/2007,92,0,92
1/15/2007,1/15/2007,2/15/2007,31,0,31
1/15/2007,1/15/2007,2/16/2007,32,0,32
1/17/2007,1/17/2007,2/20/2007,34,0,34
1/17/2007,1/17/2007,2/20/2007,34,0,34
1/18/2007,1/18/2007,2/21/2007,34,0,34
1/23/2007,1/23/2007,2/12/2007,20,0,20
1/26/2007,1/26/2007,2/27/2007,32,0,32
1/29/2007,1/29/2007,2/28/2007,30,0,30
1/26/2007,1/26/2007,2/26/2007,31,0,31
2/6/2007,2/6/2007,3/8/2007,30,0,30
2/7/2007,2/7/2007,3/9/2007,30,0,30
2/8/2007,2/8/2007,2/26/2007,18,0,18
2/8/2007,2/8/2007,9/18/2006,-143,0,-143
2/8/2007,2/8/2007,10/17/2006,-114,0,-114
2/8/2007,2/8/2007,11/17/2006,-83,0,-83
2/8/2007,2/8/2007,1/17/2007,-22,0,-22
2/9/2007,2/9/2007,3/12/2007,31,0,31
3/6/2007,3/6/2007,3/30/2007,24,0,24
2/13/2007,2/13/2007,3/16/2007,31,0,31
2/14/2007,2/14/2007,3/15/2007,29,0,29
1/15/2007,2/15/2007,2/19/2007,4,31,35
2/15/2007,2/15/2007,3/19/2007,32,0,32
2/16/2007,2/16/2007,5/24/2007,97,0,97
2/19/2007,2/19/2007,3/21/2007,30,0,30
2/22/2007,2/22/2007,3/26/2007,32,0,32
2/22/2007,2/22/2007,3/26/2007,32,0,32
2/22/2007,2/22/2007,3/12/2007,18,0,18
2/26/2007,2/26/2007,3/30/2007,32,0,32
3/2/2007,3/2/2007,4/3/2007,32,0,32
3/6/2007,3/6/2007,3/13/2007,7,0,7
3/6/2007,3/6/2007,4/10/2007,35,0,35
3/7/2007,3/7/2007,4/12/2007,36,0,36
3/8/2007,3/8/2007,3/26/2007,18,0,18
3/8/2007,3/8/2007,4/13/2007,36,0,36
3/9/2007,3/9/2007,4/13/2007,35,0,35
3/9/2007,3/9/2007,4/16/2007,38,0,38
3/13/2007,3/13/2007,4/16/2007,34,0,34
3/13/2007,3/13/2007,4/17/2007,35,0,35
3/14/2007,3/14/2007,4/10/2007,27,0,27
3/14/2007,3/14/2007,4/19/2007,36,0,36
3/16/2007,3/16/2007,4/23/2007,38,0,38
3/19/2007,3/19/2007,4/23/2007,35,0,35
3/22/2007,3/22/2007,4/10/2007,19,0,19
3/22/2007,3/22/2007,4/27/2007,36,0,36
3/28/2007,3/28/2007,4/13/2007,16,0,16
4/4/2007,4/4/2007,4/27/2007,23,0,23
4/5/2007,4/4/2007,5/10/2007,36,-1,35
4/5/2007,4/5/2007,4/25/2007,20,0,20
4/6/2007,4/6/2007,1/16/2007,-80,0,-80
4/6/2007,4/6/2007,3/15/2007,-22,0,-22
4/10/2007,4/10/2007,5/11/2007,31,0,31
4/11/2007,4/11/2007,7/13/2007,93,0,93
4/11/2007,4/11/2007,5/14/2007,33,0,33
4/12/2007,4/12/2007,5/15/2007,33,0,33
4/13/2007,4/13/2007,5/16/2007,33,0,33
4/17/2007,4/17/2007,5/16/2007,29,0,29
4/17/2007,4/17/2007,5/16/2007,29,0,29
4/17/2007,4/17/2007,5/18/2007,31,0,31
4/19/2007,4/19/2007,5/24/2007,35,0,35
4/19/2007,4/19/2007,4/17/2007,-2,0,-2
4/19/2007,4/19/2007,5/21/2007,32,0,32
4/23/2007,4/23/2007,5/10/2007,17,0,17
4/25/2007,4/25/2007,5/31/2007,36,0,36
4/25/2007,4/25/2007,5/7/2007,12,0,12
4/25/2007,4/25/2007,5/31/2007,36,0,36
4/25/2007,4/25/2007,5/16/2007,21,0,21
4/25/2007,4/25/2007,5/16/2007,21,0,21
5/4/2007,5/4/2007,5/25/2007,21,0,21
5/4/2007,5/4/2007,5/25/2007,21,0,21
5/7/2007,5/7/2007,6/11/2007,35,0,35
5/7/2007,5/7/2007,6/8/2007,32,0,32
5/9/2007,5/9/2007,6/11/2007,33,0,33
5/9/2007,5/9/2007,1/22/2007,-107,0,-107
5/9/2007,5/9/2007,2/21/2007,-77,0,-77
5/9/2007,5/9/2007,4/23/2007,-16,0,-16
5/9/2007,5/9/2007,5/21/2007,12,0,12
5/10/2007,5/10/2007,6/12/2007,33,0,33
5/11/2007,5/11/2007,6/13/2007,33,0,33
5/14/2007,5/14/2007,5/31/2007,17,0,17
5/14/2007,5/14/2007,5/31/2007,17,0,17
5/14/2007,5/14/2007,6/8/2007,25,0,25
5/14/2007,5/14/2007,6/20/2007,37,0,37
5/14/2007,5/14/2007,6/13/2007,30,0,30
5/15/2007,5/15/2007,6/18/2007,34,0,34
5/15/2007,5/15/2007,6/15/2007,31,0,31
5/16/2007,5/16/2007,6/21/2007,36,0,36
5/23/2007,5/23/2007,6/11/2007,19,0,19
5/23/2007,5/23/2007,6/11/2007,19,0,19
5/24/2007,5/24/2007,5/21/2007,-3,0,-3
5/24/2007,5/24/2007,6/19/2007,26,0,26
5/25/2007,5/25/2007,6/28/2007,34,0,34
5/29/2007,5/29/2007,6/20/2007,22,0,22
5/29/2007,5/29/2007,6/28/2007,30,0,30
6/6/2007,6/6/2007,6/20/2007,14,0,14
6/6/2007,6/6/2007,7/9/2007,33,0,33
6/6/2007,6/6/2007,6/29/2007,23,0,23
6/6/2007,6/6/2007,6/25/2007,19,0,19
6/7/2007,6/7/2007,7/10/2007,33,0,33
6/8/2007,6/8/2007,7/11/2007,33,0,33
6/11/2007,6/11/2007,7/12/2007,31,0,31
6/11/2007,6/11/2007,7/11/2007,30,0,30
6/14/2007,6/14/2007,7/17/2007,33,0,33
6/15/2007,6/15/2007,7/17/2007,32,0,32
6/19/2007,6/19/2007,7/23/2007,34,0,34
6/19/2007,6/19/2007,9/20/2007,93,0,93
6/19/2007,6/19/2007,7/19/2007,30,0,30
6/19/2007,6/19/2007,7/23/2007,34,0,34
6/19/2007,6/19/2007,7/9/2007,20,0,20
6/19/2007,6/19/2007,7/9/2007,20,0,20
6/26/2007,6/26/2007,7/31/2007,35,0,35
6/26/2007,6/26/2007,7/30/2007,34,0,34
6/26/2007,6/26/2007,7/31/2007,35,0,35
6/27/2007,6/27/2007,7/31/2007,34,0,34
6/27/2007,6/27/2007,7/12/2007,15,0,15
7/2/2007,7/2/2007,8/1/2007,30,0,30
7/5/2007,7/5/2007,6/20/2007,-15,0,-15
7/5/2007,7/5/2007,7/20/2007,15,0,15
7/5/2007,7/5/2007,7/18/2007,13,0,13
7/6/2007,7/6/2007,7/25/2007,19,0,19
7/6/2007,7/6/2007,8/9/2007,34,0,34
7/9/2007,7/9/2007,8/10/2007,32,0,32
7/10/2007,7/10/2007,8/13/2007,34,0,34
7/11/2007,7/11/2007,10/15/2007,96,0,96
7/12/2007,7/12/2007,8/16/2007,35,0,35
7/12/2007,7/12/2007,8/16/2007,35,0,35
7/13/2007,7/13/2007,8/20/2007,38,0,38
7/13/2007,7/13/2007,8/17/2007,35,0,35
7/13/2007,7/13/2007,10/17/2007,96,0,96
7/16/2007,7/16/2007,7/31/2007,15,0,15
7/16/2007,7/16/2007,8/17/2007,32,0,32
7/16/2007,7/16/2007,8/17/2007,32,0,32
7/17/2007,7/17/2007,8/21/2007,35,0,35
7/18/2007,7/18/2007,8/20/2007,33,0,33
7/19/2007,7/19/2007,8/21/2007,33,0,33
7/23/2007,7/23/2007,8/10/2007,18,0,18
7/27/2007,7/27/2007,8/31/2007,35,0,35
7/27/2007,7/27/2007,8/8/2007,12,0,12
7/27/2007,7/27/2007,8/8/2007,12,0,12
7/27/2007,7/27/2007,8/30/2007,34,0,34
7/30/2007,7/30/2007,9/3/2007,35,0,35
7/30/2007,7/30/2007,11/2/2007,95,0,95
8/6/2007,8/6/2007,8/30/2007,24,0,24
8/8/2007,8/8/2007,8/28/2007,20,0,20
8/8/2007,8/8/2007,8/28/2007,20,0,20
8/8/2007,8/8/2007,9/12/2007,35,0,35
8/8/2007,8/8/2007,11/13/2007,97,0,97
8/9/2007,8/9/2007,9/13/2007,35,0,35
8/13/2007,8/13/2007,9/17/2007,35,0,35
8/14/2007,8/14/2007,9/17/2007,34,0,34
8/14/2007,8/14/2007,9/10/2007,27,0,27
8/16/2007,8/16/2007,9/20/2007,35,0,35
8/17/2007,8/17/2007,9/20/2007,34,0,34
8/17/2007,8/17/2007,9/21/2007,35,0,35
8/23/2007,8/23/2007,9/25/2007,33,0,33
8/23/2007,8/23/2007,9/25/2007,33,0,33
8/28/2007,8/28/2007,9/10/2007,13,0,13
8/29/2007,8/29/2007,9/28/2007,30,0,30
8/29/2007,8/29/2007,9/7/2007,9,0,9
9/5/2007,9/5/2007,9/14/2007,9,0,9
8/30/2007,8/30/2007,9/7/2007,8,0,8
9/6/2007,9/6/2007,9/19/2007,13,0,13
9/6/2007,9/6/2007,9/14/2007,8,0,8
9/6/2007,9/6/2007,10/9/2007,33,0,33
9/7/2007,9/7/2007,10/9/2007,32,0,32
9/10/2007,9/10/2007,10/10/2007,30,0,30
9/12/2007,9/12/2007,9/21/2007,9,0,9
9/13/2007,9/13/2007,10/17/2007,34,0,34
9/13/2007,9/13/2007,9/21/2007,8,0,8
9/14/2007,9/14/2007,10/17/2007,33,0,33
9/17/2007,9/17/2007,9/27/2007,10,0,10
9/18/2007,9/18/2007,10/18/2007,30,0,30
9/18/2007,9/18/2007,12/20/2007,93,0,93
9/18/2007,9/18/2007,10/22/2007,34,0,34
9/20/2007,9/20/2007,9/28/2007,8,0,8
9/21/2007,9/21/2007,10/10/2007,19,0,19
9/25/2007,9/25/2007,10/5/2007,10,0,10
9/25/2007,9/25/2007,10/5/2007,10,0,10
9/26/2007,9/26/2007,10/31/2007,35,0,35
9/28/2007,9/28/2007,10/5/2007,7,0,7
10/1/2007,10/1/2007,11/2/2007,32,0,32
10/3/2007,10/3/2007,10/16/2007,13,0,13
10/3/2007,10/3/2007,10/16/2007,13,0,13
10/4/2007,10/4/2007,10/12/2007,8,0,8
10/5/2007,10/5/2007,11/9/2007,35,0,35
10/5/2007,10/5/2007,10/25/2007,20,0,20
10/5/2007,10/5/2007,10/25/2007,20,0,20
10/5/2007,10/5/2007,11/12/2007,38,0,38
10/8/2007,10/8/2007,11/13/2007,36,0,36
10/10/2007,10/10/2007,11/14/2007,35,0,35
10/10/2007,10/10/2007,11/9/2007,30,0,30
10/11/2007,10/11/2007,1/14/2008,95,0,95
10/11/2007,10/11/2007,10/19/2007,8,0,8
10/12/2007,10/12/2007,10/25/2007,13,0,13
10/12/2007,10/12/2007,10/22/2007,10,0,10
10/15/2007,10/15/2007,11/15/2007,31,0,31
10/15/2007,10/15/2007,11/19/2007,35,0,35
10/16/2007,10/16/2007,11/21/2007,36,0,36
10/17/2007,10/17/2007,11/21/2007,35,0,35
10/18/2007,10/18/2007,10/26/2007,8,0,8
10/23/2007,10/23/2007,11/8/2007,16,0,16
10/23/2007,10/23/2007,11/13/2007,21,0,21
10/25/2007,10/25/2007,11/5/2007,11,0,11
10/29/2007,10/29/2007,1/31/2008,94,0,94
10/29/2007,10/29/2007,11/30/2007,32,0,32
10/30/2007,10/30/2007,2/1/2008,94,0,94
10/30/2007,10/30/2007,12/4/2007,35,0,35
11/2/2007,11/2/2007,11/9/2007,7,0,7
11/6/2007,11/6/2007,11/19/2007,13,0,13
11/7/2007,11/7/2007,12/10/2007,33,0,33
11/7/2007,11/7/2007,12/10/2007,33,0,33
11/8/2007,11/8/2007,11/19/2007,11,0,11
11/8/2007,11/8/2007,12/7/2007,29,0,29
11/8/2007,11/8/2007,11/16/2007,8,0,8
11/9/2007,11/9/2007,11/26/2007,17,0,17
11/9/2007,11/9/2007,2/12/2008,95,0,95
11/12/2007,11/12/2007,2/13/2008,93,0,93
11/12/2007,11/12/2007,10/22/2007,-21,0,-21
11/12/2007,11/12/2007,11/15/2007,3,0,3
11/14/2007,11/14/2007,12/17/2007,33,0,33
11/15/2007,11/15/2007,2/15/2008,92,0,92
11/15/2007,11/15/2007,11/28/2007,13,0,13
11/15/2007,11/15/2007,12/17/2007,32,0,32
11/15/2007,11/15/2007,11/28/2007,13,0,13
11/15/2007,11/15/2007,11/26/2007,11,0,11
11/15/2007,11/15/2007,2/18/2008,95,0,95
11/15/2007,11/15/2007,12/18/2007,33,0,33
11/19/2007,11/19/2007,12/21/2007,32,0,32
11/19/2007,11/19/2007,12/21/2007,32,0,32
11/21/2007,11/21/2007,12/10/2007,19,0,19
11/21/2007,11/21/2007,12/10/2007,19,0,19
11/23/2007,11/23/2007,11/30/2007,7,0,7
11/26/2007,11/26/2007,12/7/2007,11,0,11
11/28/2007,11/28/2007,12/31/2007,33,0,33
11/28/2007,11/28/2007,12/20/2007,22,0,22
11/30/2007,11/30/2007,1/4/2008,35,0,35
12/3/2007,12/3/2007,12/7/2007,4,0,4
12/5/2007,12/5/2007,12/17/2007,12,0,12
12/5/2007,12/5/2007,1/9/2008,35,0,35
12/6/2007,12/6/2007,12/17/2007,11,0,11
12/6/2007,12/6/2007,1/10/2008,35,0,35
12/6/2007,12/6/2007,1/10/2008,35,0,35
12/6/2007,12/6/2007,1/11/2008,36,0,36
12/6/2007,12/6/2007,1/9/2008,34,0,34
12/10/2007,12/10/2007,1/14/2008,35,0,35
12/13/2007,12/13/2007,1/18/2008,36,0,36
12/13/2007,12/13/2007,12/21/2007,8,0,8
12/13/2007,12/13/2007,1/17/2008,35,0,35
12/14/2007,12/14/2007,1/17/2008,34,0,34
12/14/2007,12/14/2007,1/15/2008,32,0,32
12/14/2007,12/14/2007,1/16/2008,33,0,33
12/19/2007,12/19/2007,1/22/2008,34,0,34
12/19/2007,12/19/2007,1/22/2008,34,0,34
12/19/2007,12/19/2007,1/21/2008,33,0,33
12/27/2007,12/27/2007,1/31/2008,35,0,35
12/27/2007,12/27/2007,1/11/2008,15,0,15
12/28/2007,12/28/2007,1/4/2008,7,0,7
1/7/2008,1/7/2008,2/8/2008,32,0,32
1/7/2008,1/7/2008,1/17/2008,10,0,10
1/7/2008,1/7/2008,2/5/2008,29,0,29
1/8/2008,1/8/2008,1/25/2008,17,0,17
1/8/2008,1/8/2008,2/11/2008,34,0,34
1/8/2008,1/8/2008,2/11/2008,34,0,34
1/9/2008,1/9/2008,2/12/2008,34,0,34
1/9/2008,1/9/2008,2/7/2008,29,0,29
1/10/2008,1/10/2008,2/13/2008,34,0,34
1/10/2008,1/10/2008,1/18/2008,8,0,8
1/10/2008,1/10/2008,4/14/2008,95,0,95
1/11/2008,1/11/2008,2/15/2008,35,0,35
1/11/2008,1/11/2008,2/13/2008,33,0,33
1/15/2008,1/15/2008,1/25/2008,10,0,10
1/15/2008,1/15/2008,2/18/2008,34,0,34
1/15/2008,1/15/2008,2/19/2008,35,0,35
1/15/2008,1/15/2008,2/19/2008,35,0,35
1/17/2008,1/17/2008,2/20/2008,34,0,34
1/18/2008,1/18/2008,2/21/2008,34,0,34
1/23/2008,1/23/2008,2/5/2008,13,0,13
1/29/2008,1/29/2008,1/30/2008,1,0,1
1/29/2008,1/29/2008,2/28/2008,30,0,30
1/29/2008,1/29/2008,2/28/2008,30,0,30
1/29/2008,1/29/2008,2/28/2008,30,0,30
1/29/2008,1/29/2008,2/28/2008,30,0,30
1/30/2008,1/30/2008,3/5/2008,35,0,35
2/1/2008,2/1/2008,2/19/2008,18,0,18
2/1/2008,2/1/2008,3/7/2008,35,0,35
2/6/2008,2/6/2008,3/10/2008,33,0,33
2/7/2008,2/7/2008,2/15/2008,8,0,8
2/11/2008,2/11/2008,3/13/2008,31,0,31
2/11/2008,2/11/2008,3/13/2008,31,0,31
2/12/2008,2/12/2008,3/14/2008,31,0,31
2/13/2008,2/13/2008,3/17/2008,33,0,33
2/14/2008,2/14/2008,2/22/2008,8,0,8
2/15/2008,2/15/2008,3/17/2008,31,0,31
2/15/2008,2/15/2008,2/27/2008,12,0,12
2/15/2008,2/15/2008,3/14/2008,28,0,28
2/18/2008,2/18/2008,3/20/2008,31,0,31
2/19/2008,2/19/2008,3/25/2008,35,0,35
2/20/2008,2/20/2008,3/25/2008,34,0,34
2/21/2008,2/21/2008,2/29/2008,8,0,8
2/21/2008,2/21/2008,3/10/2008,18,0,18
2/21/2008,2/21/2008,3/10/2008,18,0,18
2/25/2008,2/25/2008,3/7/2008,11,0,11
3/3/2008,3/3/2008,4/3/2008,31,0,31
3/5/2008,3/5/2008,3/14/2008,9,0,9
3/5/2008,3/5/2008,4/8/2008,34,0,34
3/6/2008,3/6/2008,3/31/2008,25,0,25
3/6/2008,3/6/2008,4/11/2008,36,0,36
3/6/2008,3/6/2008,3/25/2008,19,0,19
3/6/2008,3/6/2008,3/25/2008,19,0,19
3/6/2008,3/6/2008,4/8/2008,33,0,33
3/6/2008,3/6/2008,3/14/2008,8,0,8
3/7/2008,3/7/2008,4/9/2008,33,0,33
3/12/2008,3/12/2008,3/26/2008,14,0,14
3/13/2008,3/13/2008,4/17/2008,35,0,35
3/13/2008,3/13/2008,3/25/2008,12,0,12
3/13/2008,3/13/2008,4/15/2008,33,0,33
3/13/2008,3/13/2008,4/16/2008,34,0,34
3/14/2008,3/14/2008,4/16/2008,33,0,33
3/14/2008,3/14/2008,4/18/2008,35,0,35
3/18/2008,3/18/2008,4/18/2008,31,0,31
3/19/2008,3/19/2008,4/21/2008,33,0,33
3/19/2008,3/19/2008,4/10/2008,22,0,22
3/19/2008,3/19/2008,4/21/2008,33,0,33
3/26/2008,3/26/2008,4/29/2008,34,0,34
3/27/2008,3/27/2008,4/4/2008,8,0,8
4/1/2008,4/1/2008,5/7/2008,36,0,36
4/3/2008,4/3/2008,4/11/2008,8,0,8
4/4/2008,4/4/2008,5/7/2008,33,0,33
4/8/2008,4/8/2008,5/15/2008,37,0,37
4/4/2008,4/7/2008,4/17/2008,10,3,13
4/8/2008,4/8/2008,4/25/2008,17,0,17
4/8/2008,4/8/2008,5/13/2008,35,0,35
4/9/2008,4/9/2008,5/16/2008,37,0,37
4/10/2008,4/10/2008,7/15/2008,96,0,96
4/10/2008,4/10/2008,5/14/2008,34,0,34
4/14/2008,4/14/2008,5/21/2008,37,0,37
4/14/2008,4/14/2008,5/19/2008,35,0,35
4/15/2008,4/15/2008,5/19/2008,34,0,34
4/15/2008,4/15/2008,4/24/2008,9,0,9
4/15/2008,4/15/2008,4/24/2008,9,0,9
4/16/2008,4/16/2008,5/23/2008,37,0,37
4/17/2008,4/17/2008,4/25/2008,8,0,8
4/17/2008,4/17/2008,5/21/2008,34,0,34
4/22/2008,4/22/2008,5/7/2008,15,0,15
4/22/2008,4/22/2008,5/7/2008,15,0,15
4/24/2008,4/24/2008,5/6/2008,12,0,12
4/25/2008,4/25/2008,5/30/2008,35,0,35
4/23/2008,4/23/2008,5/13/2008,20,0,20
5/2/2008,5/2/2008,5/13/2008,11,0,11
5/5/2008,5/5/2008,6/4/2008,30,0,30
5/5/2008,5/5/2008,5/19/2008,14,0,14
5/5/2008,5/5/2008,5/19/2008,14,0,14
5/5/2008,5/5/2008,6/5/2008,31,0,31
5/7/2008,5/7/2008,6/9/2008,33,0,33
5/9/2008,5/9/2008,5/27/2008,18,0,18
5/9/2008,5/9/2008,6/6/2008,28,0,28
5/9/2008,5/9/2008,6/13/2008,35,0,35
5/13/2008,5/13/2008,6/11/2008,29,0,29
5/13/2008,5/13/2008,6/12/2008,30,0,30
5/14/2008,5/14/2008,6/13/2008,30,0,30
5/15/2008,5/15/2008,5/27/2008,12,0,12
5/15/2008,5/15/2008,6/17/2008,33,0,33
5/15/2008,5/15/2008,6/16/2008,32,0,32
5/16/2008,5/16/2008,5/23/2008,7,0,7
5/15/2008,5/15/2008,6/12/2008,28,0,28
5/19/2008,5/19/2008,6/24/2008,36,0,36
5/19/2008,5/19/2008,6/23/2008,35,0,35
5/21/2008,5/21/2008,6/19/2008,29,0,29
5/23/2008,5/23/2008,6/5/2008,13,0,13
5/28/2008,5/28/2008,6/30/2008,33,0,33
5/28/2008,5/28/2008,6/27/2008,30,0,30
6/3/2008,6/3/2008,7/7/2008,34,0,34
6/4/2008,6/4/2008,7/7/2008,33,0,33
6/4/2008,6/4/2008,7/7/2008,33,0,33
6/5/2008,6/5/2008,7/8/2008,33,0,33
6/5/2008,6/5/2008,6/30/2008,25,0,25
6/6/2008,6/6/2008,6/25/2008,19,0,19
6/9/2008,6/9/2008,7/10/2008,31,0,31
6/10/2008,6/10/2008,7/10/2008,30,0,30
6/11/2008,6/11/2008,7/11/2008,30,0,30
6/12/2008,6/12/2008,6/20/2008,8,0,8
6/12/2008,6/12/2008,7/15/2008,33,0,33
6/12/2008,6/12/2008,7/17/2008,35,0,35
6/12/2008,6/12/2008,7/16/2008,34,0,34
6/13/2008,6/13/2008,6/26/2008,13,0,13
6/13/2008,6/13/2008,7/17/2008,34,0,34
6/16/2008,6/16/2008,9/18/2008,94,0,94
6/20/2008,6/20/2008,7/21/2008,31,0,31
6/20/2008,6/20/2008,7/21/2008,31,0,31
6/16/2008,6/16/2008,7/21/2008,35,0,35
6/23/2008,6/23/2008,7/10/2008,17,0,17
6/26/2008,6/26/2008,7/31/2008,35,0,35
6/26/2008,6/26/2008,7/11/2008,15,0,15
6/30/2008,6/30/2008,8/1/2008,32,0,32
7/3/2008,7/3/2008,7/11/2008,8,0,8
7/3/2008,7/3/2008,8/6/2008,34,0,34
7/3/2008,7/3/2008,8/7/2008,35,0,35
7/3/2008,7/3/2008,8/7/2008,35,0,35
7/4/2008,7/4/2008,8/8/2008,35,0,35
7/8/2008,7/8/2008,7/25/2008,17,0,17
7/8/2008,7/8/2008,8/12/2008,35,0,35
7/9/2008,7/9/2008,8/13/2008,35,0,35
7/9/2008,7/9/2008,10/14/2008,97,0,97
7/11/2008,7/11/2008,8/14/2008,34,0,34
7/11/2008,7/11/2008,8/18/2008,38,0,38
7/11/2008,7/11/2008,10/13/2008,94,0,94
7/11/2008,7/11/2008,8/18/2008,38,0,38
7/17/2008,7/17/2008,7/25/2008,8,0,8
7/15/2008,7/15/2008,8/18/2008,34,0,34
7/17/2008,7/17/2008,8/19/2008,33,0,33
7/17/2008,7/17/2008,8/21/2008,35,0,35
7/17/2008,7/17/2008,8/21/2008,35,0,35
7/23/2008,7/23/2008,8/11/2008,19,0,19
7/24/2008,7/24/2008,8/1/2008,8,0,8
7/24/2008,7/24/2008,8/6/2008,13,0,13
7/28/2008,7/28/2008,8/29/2008,32,0,32
7/29/2008,7/29/2008,8/29/2008,31,0,31
7/24/2008,7/24/2008,8/6/2008,13,0,13
7/30/2008,7/30/2008,9/3/2008,35,0,35
8/4/2008,8/4/2008,8/14/2008,10,0,10
8/5/2008,8/5/2008,9/5/2008,31,0,31
8/5/2008,8/5/2008,9/5/2008,31,0,31
8/5/2008,8/5/2008,8/13/2008,8,0,8
8/6/2008,8/6/2008,9/8/2008,33,0,33
8/7/2008,8/7/2008,8/26/2008,19,0,19
8/11/2008,8/11/2008,8/19/2008,8,0,8
8/12/2008,8/12/2008,8/26/2008,14,0,14
8/12/2008,8/12/2008,9/12/2008,31,0,31
8/12/2008,8/12/2008,8/13/2008,1,0,1
8/12/2008,8/12/2008,9/12/2008,31,0,31
8/12/2008,8/12/2008,8/14/2008,2,0,2
8/12/2008,8/12/2008,9/2/2008,21,0,21
8/13/2008,8/13/2008,9/16/2008,34,0,34
8/13/2008,8/13/2008,8/27/2008,14,0,14
8/13/2008,8/13/2008,8/14/2008,1,0,1
8/14/2008,8/14/2008,9/18/2008,35,0,35
8/14/2008,8/14/2008,9/16/2008,33,0,33
8/14/2008,8/14/2008,9/16/2008,33,0,33
8/18/2008,8/18/2008,8/19/2008,1,0,1
8/14/2008,8/14/2008,8/15/2008,1,0,1
8/14/2008,8/14/2008,8/15/2008,1,0,1
8/14/2008,8/14/2008,8/15/2008,1,0,1
8/14/2008,8/14/2008,8/15/2008,1,0,1
8/14/2008,8/14/2008,8/15/2008,1,0,1
8/18/2008,8/18/2008,8/22/2008,4,0,4
8/18/2008,8/18/2008,8/19/2008,1,0,1
8/15/2008,8/15/2008,8/18/2008,3,0,3
8/19/2008,8/19/2008,9/18/2008,30,0,30
8/19/2008,8/19/2008,9/18/2008,30,0,30
8/19/2008,8/19/2008,8/25/2008,6,0,6
8/19/2008,8/19/2008,9/22/2008,34,0,34
8/19/2008,8/19/2008,9/22/2008,34,0,34
8/19/2008,8/19/2008,9/22/2008,34,0,34
8/19/2008,8/19/2008,9/22/2008,34,0,34
8/19/2008,8/19/2008,8/28/2008,9,0,9
8/19/2008,8/19/2008,8/20/2008,1,0,1
8/19/2008,8/19/2008,8/25/2008,6,0,6
8/19/2008,8/19/2008,9/25/2008,37,0,37
8/20/2008,8/20/2008,8/21/2008,1,0,1
8/20/2008,8/20/2008,8/21/2008,1,0,1
8/20/2008,8/20/2008,9/9/2008,20,0,20
8/20/2008,8/20/2008,9/1/2008,12,0,12
8/21/2008,8/21/2008,9/10/2008,20,0,20
8/21/2008,8/21/2008,8/22/2008,1,0,1
8/21/2008,8/21/2008,8/22/2008,1,0,1
8/21/2008,8/21/2008,8/22/2008,1,0,1
8/21/2008,8/21/2008,9/4/2008,14,0,14
8/21/2008,8/21/2008,9/2/2008,12,0,12
8/21/2008,8/21/2008,8/29/2008,8,0,8
8/22/2008,8/22/2008,9/23/2008,32,0,32
8/22/2008,8/22/2008,8/25/2008,3,0,3
8/22/2008,8/22/2008,9/22/2008,31,0,31
8/25/2008,8/25/2008,8/26/2008,1,0,1
8/25/2008,8/25/2008,9/2/2008,8,0,8
8/25/2008,8/25/2008,8/26/2008,1,0,1
8/25/2008,8/25/2008,9/3/2008,9,0,9
8/25/2008,8/25/2008,9/25/2008,31,0,31
8/26/2008,8/26/2008,8/27/2008,1,0,1
8/26/2008,8/26/2008,9/5/2008,10,0,10
8/26/2008,8/26/2008,8/27/2008,1,0,1
8/26/2008,8/26/2008,8/20/2008,-6,0,-6
8/27/2008,8/27/2008,9/30/2008,34,0,34
8/27/2008,8/27/2008,8/28/2008,1,0,1
8/29/2008,8/29/2008,9/9/2008,11,0,11
8/28/2008,8/28/2008,9/3/2008,6,0,6
8/28/2008,8/28/2008,8/29/2008,1,0,1
8/28/2008,8/28/2008,8/29/2008,1,0,1
8/28/2008,8/28/2008,9/8/2008,11,0,11
8/29/2008,8/29/2008,9/4/2008,6,0,6
8/29/2008,8/29/2008,9/30/2008,32,0,32
8/29/2008,8/29/2008,9/2/2008,4,0,4
8/29/2008,8/29/2008,9/2/2008,4,0,4
9/1/2008,9/1/2008,10/2/2008,31,0,31
9/2/2008,9/2/2008,9/12/2008,10,0,10
9/2/2008,9/2/2008,9/3/2008,1,0,1
9/2/2008,9/2/2008,9/9/2008,7,0,7
9/2/2008,9/2/2008,9/17/2008,15,0,15
9/2/2008,9/2/2008,9/3/2008,1,0,1
9/2/2008,9/2/2008,10/1/2008,29,0,29
9/3/2008,9/3/2008,10/7/2008,34,0,34
9/3/2008,9/3/2008,9/9/2008,6,0,6
9/3/2008,9/3/2008,9/4/2008,1,0,1
9/3/2008,9/3/2008,9/4/2008,1,0,1
9/4/2008,9/4/2008,10/9/2008,35,0,35
9/4/2008,9/4/2008,9/10/2008,6,0,6
9/4/2008,9/4/2008,9/18/2008,14,0,14
9/4/2008,9/4/2008,9/18/2008,14,0,14
9/4/2008,9/4/2008,9/24/2008,20,0,20
9/5/2008,9/5/2008,9/8/2008,3,0,3
9/5/2008,9/5/2008,9/8/2008,3,0,3
9/8/2008,9/8/2008,9/25/2008,17,0,17
